Rk,Name,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
398,Ron Mahay*,36,TEX,AL,2,0,1.000,2.77,28,0,8,0,0,1,39.0,33,12,12,3,21,0,32,1,1,0,164,166,4.29,1.385,7.6,0.7,4.8,7.4,1.52,mahayro01
399,Ron Mahay*,36,ATL,NL,1,0,1.000,2.25,30,0,0,0,0,0,28.0,19,8,7,1,16,2,23,0,0,1,117,196,3.78,1.250,6.1,0.3,5.1,7.4,1.44,mahayro01
400,Paul Maholm*,25,PIT,NL,10,15,.400,5.02,29,29,0,2,1,0,177.2,204,110,99,22,49,3,105,6,0,5,765,87,4.60,1.424,10.3,1.1,2.5,5.3,2.14,maholpa01
401,John Maine,26,NYM,NL,15,10,.600,3.91,32,32,0,1,1,0,191.0,168,90,83,23,75,3,180,5,0,2,810,110,4.18,1.272,7.9,1.1,3.5,8.5,2.40,mainejo01
402,Gary Majewski,27,CIN,NL,0,4,.000,8.22,32,0,3,0,0,0,23.0,43,22,21,3,3,1,10,2,0,0,113,57,4.72,2.000,16.8,1.2,1.2,3.9,3.33,majewga01
403,Shaun Marcum,25,TOR,AL,12,6,.667,4.13,38,25,6,0,0,1,159.0,149,76,73,27,49,1,122,5,0,1,660,108,4.93,1.245,8.4,1.5,2.8,6.9,2.49,marcush01
404,Carlos Marmol,24,CHC,NL,5,1,.833,1.43,59,0,6,0,0,1,69.1,41,11,11,3,35,3,96,4,1,5,285,325,2.72,1.096,5.3,0.4,4.5,12.5,2.74,marmoca01
405,Mike Maroth*,29,TOT,MLB,5,7,.417,6.89,27,20,2,0,0,0,116.1,168,103,89,26,50,1,51,5,0,2,549,66,6.69,1.874,13.0,2.0,3.9,3.9,1.02,marotmi01
406,Mike Maroth*,29,DET,AL,5,2,.714,5.06,13,13,0,0,0,0,78.1,97,47,44,15,33,0,28,3,0,1,346,91,6.39,1.660,11.1,1.7,3.8,3.2,0.85,marotmi01
407,Mike Maroth*,29,STL,NL,0,5,.000,10.66,14,7,2,0,0,0,38.0,71,56,45,11,17,1,23,2,0,1,203,42,7.29,2.316,16.8,2.6,4.0,5.4,1.35,marotmi01
408,Jason Marquis,28,CHC,NL,12,9,.571,4.60,34,33,0,1,1,0,191.2,190,111,98,22,76,6,109,13,0,3,846,100,4.99,1.388,8.9,1.0,3.6,5.1,1.43,marquja01
409,Jay Marshall*,24,OAK,AL,1,2,.333,6.43,51,0,15,0,0,0,42.0,50,33,30,3,22,6,18,4,0,2,198,67,5.17,1.714,10.7,0.6,4.7,3.9,0.82,marshja01
410,Sean Marshall*,24,CHC,NL,7,8,.467,3.92,21,19,0,0,0,0,103.1,107,52,45,13,35,3,67,1,0,4,446,118,4.62,1.374,9.3,1.1,3.0,5.8,1.91,marshse01
411,Damaso Marte*,32,PIT,NL,2,0,1.000,2.38,65,0,11,0,0,0,45.1,32,14,12,2,18,1,51,2,1,0,182,184,2.89,1.103,6.4,0.4,3.6,10.1,2.83,marteda01
412,Tom Martin*,37,COL,NL,0,0,,4.91,26,0,7,0,0,0,25.2,32,14,14,4,9,0,10,1,1,0,117,99,5.66,1.597,11.2,1.4,3.2,3.5,1.11,martito02
413,Carlos Martinez,25,FLA,NL,0,0,,13.50,2,0,1,0,0,0,2.2,4,4,4,3,1,0,2,0,0,0,13,36,17.49,1.875,13.5,10.1,3.4,6.8,2.00,martica03
414,Pedro Martinez,35,NYM,NL,3,1,.750,2.57,5,5,0,0,0,0,28.0,33,11,8,0,7,1,32,2,0,1,128,169,1.92,1.429,10.6,0.0,2.3,10.3,4.57,martipe02
415,Nick Masset,25,CHW,AL,2,3,.400,7.09,27,1,4,0,0,0,39.1,52,33,31,2,26,5,21,2,0,4,193,67,4.97,1.983,11.9,0.5,5.9,4.8,0.81,masseni01
416,Tom Mastny,26,CLE,AL,7,2,.778,4.68,51,0,18,0,0,0,57.2,63,30,30,6,32,9,52,2,0,5,262,97,4.56,1.647,9.8,0.9,5.0,8.1,1.63,mastnto01
417,Julio Mateo,29,SEA,AL,1,0,1.000,3.75,9,0,1,0,0,0,12.0,12,5,5,0,5,1,4,0,0,0,52,120,3.82,1.417,9.0,0.0,3.8,3.0,0.80,mateoju01
418,Daisuke Matsuzaka,26,BOS,AL,15,12,.556,4.40,32,32,0,1,0,0,204.2,191,100,100,25,80,1,201,13,0,5,874,108,4.23,1.324,8.4,1.1,3.5,8.8,2.51,matsuda01
419,Marcus McBeth,26,CIN,NL,3,2,.600,5.95,23,0,7,0,0,0,19.2,22,13,13,2,7,1,17,1,0,2,88,79,4.05,1.475,10.1,0.9,3.2,7.8,2.43,mcbetma01
420,Macay McBride*,24,TOT,MLB,1,1,.500,4.96,38,0,5,0,0,0,32.2,33,21,18,4,25,0,30,2,0,2,156,92,5.47,1.776,9.1,1.1,6.9,8.3,1.20,mcbrima01
421,Macay McBride*,24,ATL,NL,1,0,1.000,3.60,18,0,4,0,0,0,15.0,14,9,6,1,15,0,17,1,0,1,75,124,5.04,1.933,8.4,0.6,9.0,10.2,1.13,mcbrima01
422,Macay McBride*,24,DET,AL,0,1,.000,6.11,20,0,1,0,0,0,17.2,19,12,12,3,10,0,13,1,0,1,81,76,5.84,1.642,9.7,1.5,5.1,6.6,1.30,mcbrima01
423,Brandon McCarthy,23,TEX,AL,5,10,.333,4.87,23,22,0,0,0,0,101.2,111,62,55,9,48,0,59,3,1,4,459,94,4.74,1.564,9.8,0.8,4.2,5.2,1.23,mccarbr01
424,Zach McClellan,28,COL,NL,1,0,1.000,5.79,12,0,1,0,0,0,14.0,20,9,9,0,5,2,13,0,0,0,63,85,2.45,1.786,12.9,0.0,3.2,8.4,2.60,mccleza01
425,Seth McClung,26,MIL,NL,0,1,.000,3.75,14,0,1,0,0,0,12.0,11,9,5,0,5,0,11,1,0,0,51,122,2.91,1.333,8.3,0.0,3.8,8.3,2.20,mccluse01
426,Dustin McGowan,25,TOR,AL,12,10,.545,4.08,27,27,0,2,1,0,169.2,146,80,77,14,61,3,144,2,0,13,705,110,3.73,1.220,7.7,0.7,3.2,7.6,2.36,mcgowdu01
427,Marty McLeary,32,PIT,NL,0,0,,8.22,4,0,0,0,0,0,7.2,9,8,7,4,2,0,5,0,0,0,34,55,9.50,1.435,10.6,4.7,2.3,5.9,2.50,mcleama01
428,Mark McLemore*,26,HOU,NL,3,0,1.000,3.86,29,0,9,0,0,0,35.0,38,17,15,5,18,2,35,1,0,2,161,116,4.73,1.600,9.8,1.3,4.6,9.0,1.94,mclemma02
429,Gil Meche,28,KCR,AL,9,13,.409,3.67,34,34,0,1,0,0,216.0,218,98,88,22,62,2,156,3,0,3,906,125,4.02,1.296,9.1,0.9,2.6,6.5,2.52,mechegi01
430,Brandon Medders,27,ARI,NL,1,2,.333,4.30,30,0,7,0,0,0,29.1,30,16,14,9,16,0,23,1,0,1,128,112,7.40,1.568,9.2,2.8,4.9,7.1,1.44,meddebr01
431,Jon Meloan,22,LAD,NL,0,0,,11.05,5,0,3,0,0,0,7.1,8,9,9,1,8,0,7,1,0,0,38,42,6.79,2.182,9.8,1.2,9.8,8.6,0.88,meloajo01
432,Luis Mendoza,23,TEX,AL,1,0,1.000,2.25,6,3,2,0,0,0,16.0,13,4,4,1,4,0,7,2,0,0,64,207,4.30,1.063,7.3,0.6,2.3,3.9,1.75,mendolu01
433,Cla Meredith,24,SDP,NL,5,6,.455,3.50,80,0,18,0,0,0,79.2,94,38,31,6,17,4,59,3,1,3,342,115,3.49,1.393,10.6,0.7,1.9,6.7,3.47,meredcl01
434,Jose Mesa,41,TOT,MLB,2,3,.400,7.11,56,0,21,0,0,1,50.2,53,48,40,9,25,2,29,2,0,3,229,65,6.00,1.539,9.4,1.6,4.4,5.2,1.16,mesajo01
435,Jose Mesa,41,DET,AL,1,1,.500,12.34,16,0,8,0,0,0,11.2,19,16,16,3,6,0,9,0,0,0,59,38,6.58,2.143,14.7,2.3,4.6,6.9,1.50,mesajo01
436,Jose Mesa,41,PHI,NL,1,2,.333,5.54,40,0,13,0,0,1,39.0,34,32,24,6,19,2,20,2,0,3,170,83,5.83,1.359,7.8,1.4,4.4,4.6,1.05,mesajo01
437,Randy Messenger,25,TOT,NL,2,4,.333,4.20,60,0,21,0,0,1,64.1,85,30,30,4,21,5,34,1,0,1,291,107,4.02,1.648,11.9,0.6,2.9,4.8,1.62,messera01
438,Randy Messenger,25,FLA,NL,1,1,.500,2.66,23,0,8,0,0,0,23.2,27,7,7,0,9,2,12,0,0,0,103,166,3.37,1.521,10.3,0.0,3.4,4.6,1.33,messera01
439,Randy Messenger,25,SFG,NL,1,3,.250,5.09,37,0,13,0,0,1,40.2,58,23,23,4,12,3,22,1,0,1,188,89,4.40,1.721,12.8,0.9,2.7,4.9,1.83,messera01
440,Dan Meyer*,25,OAK,AL,0,2,.000,8.82,6,3,2,0,0,0,16.1,20,19,16,2,9,0,11,0,0,3,79,49,5.14,1.776,11.0,1.1,5.0,6.1,1.22,meyerda02
441,Aaron Miles,30,STL,NL,0,0,,9.00,2,0,2,0,0,0,2.0,3,2,2,1,0,0,0,1,0,0,9,57,11.24,1.500,13.5,4.5,0.0,0.0,,milesaa01
442,Andrew Miller*,22,DET,AL,5,5,.500,5.63,13,13,0,0,0,0,64.0,73,43,40,8,39,0,56,7,1,4,309,81,5.27,1.750,10.3,1.1,5.5,7.9,1.44,millean01
443,Jason Miller*,24,MIN,AL,0,0,,18.00,4,0,1,0,0,0,4.0,7,8,8,2,3,1,2,0,0,0,22,26,10.99,2.500,15.8,4.5,6.8,4.5,0.67,milleja03
444,Justin Miller,29,FLA,NL,5,0,1.000,3.65,62,0,10,0,0,0,61.2,53,27,25,5,24,6,74,0,1,4,259,120,3.06,1.249,7.7,0.7,3.5,10.8,3.08,milleju01
445,Matt Miller,35,CLE,AL,0,0,,0.00,2,0,2,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,5,,3.24,2.000,18.0,0.0,0.0,0.0,,millema02
446,Trever Miller*,34,HOU,NL,0,0,,4.86,76,0,12,0,0,1,46.1,45,26,25,6,23,6,46,4,0,1,211,92,4.69,1.468,8.7,1.2,4.5,8.9,2.00,milletr02
447,Wade Miller,30,CHC,NL,0,1,.000,10.54,3,3,0,0,0,0,13.2,24,16,16,5,6,0,6,0,0,0,70,45,8.44,2.195,15.8,3.3,4.0,4.0,1.00,millewa04
448,Kevin Millwood,32,TEX,AL,10,14,.417,5.16,31,31,0,0,0,0,172.2,213,111,99,19,67,2,123,8,0,4,788,89,4.55,1.622,11.1,1.0,3.5,6.4,1.84,millwke01
449,Eric Milton*,31,CIN,NL,0,4,.000,5.17,6,6,0,0,0,0,31.1,39,21,18,4,9,0,18,0,0,2,143,90,4.61,1.532,11.2,1.1,2.6,5.2,2.00,miltoer01
450,Zach Miner,25,DET,AL,3,4,.429,3.02,34,1,8,0,0,0,53.2,56,22,18,3,22,4,34,0,0,1,232,152,3.93,1.453,9.4,0.5,3.7,5.7,1.55,minerza01
451,Pat Misch*,25,SFG,NL,0,4,.000,4.24,18,4,2,0,0,0,40.1,47,21,19,3,12,2,26,2,0,0,176,107,3.96,1.463,10.5,0.7,2.7,5.8,2.17,mischpa01
452,Sergio Mitre,26,FLA,NL,5,8,.385,4.65,27,27,0,0,0,0,149.0,180,88,77,9,41,3,80,10,0,6,662,94,3.98,1.483,10.9,0.5,2.5,4.8,1.95,mitrese01
453,Brian Moehler,35,HOU,NL,1,4,.200,4.07,42,0,29,0,0,1,59.2,67,29,27,8,17,3,36,0,0,1,257,110,4.63,1.408,10.1,1.2,2.6,5.4,2.12,moehlbr01
454,Franklin Morales*,21,COL,NL,3,2,.600,3.43,8,8,0,0,0,0,39.1,34,15,15,2,14,1,26,2,0,0,163,141,3.80,1.220,7.8,0.5,3.2,5.9,1.86,moralfr01
455,Juan Morillo,23,COL,NL,0,0,,9.82,4,0,1,0,0,0,3.2,3,4,4,1,1,0,3,1,0,0,16,53,6.79,1.091,7.4,2.5,2.5,7.4,3.00,morilju01
456,Matt Morris,32,TOT,NL,10,11,.476,4.89,32,32,0,3,0,0,198.2,240,123,108,18,61,4,102,9,0,4,884,91,4.45,1.515,10.9,0.8,2.8,4.6,1.67,morrima01
457,Matt Morris,32,SFG,NL,7,7,.500,4.35,21,21,0,3,0,0,136.2,162,79,66,12,39,3,73,5,0,1,603,103,4.28,1.471,10.7,0.8,2.6,4.8,1.87,morrima01
458,Matt Morris,32,PIT,NL,3,4,.429,6.10,11,11,0,0,0,0,62.0,78,44,42,6,22,1,29,4,0,3,281,72,4.82,1.613,11.3,0.9,3.2,4.2,1.32,morrima01
459,Brandon Morrow,22,SEA,AL,3,4,.429,4.12,60,0,18,0,0,0,63.1,56,29,29,3,50,5,66,1,0,4,289,107,4.19,1.674,8.0,0.4,7.1,9.4,1.32,morrobr01
460,Dustin Moseley,25,LAA,AL,4,3,.571,4.40,46,8,13,0,0,0,92.0,97,45,45,7,27,3,50,3,1,6,383,103,4.12,1.348,9.5,0.7,2.6,4.9,1.85,moseldu01
461,Guillermo Mota,33,NYM,NL,2,2,.500,5.76,52,0,10,0,0,0,59.1,63,39,38,8,18,2,47,2,0,2,261,75,4.42,1.365,9.6,1.2,2.7,7.1,2.61,motagu01
462,Jamie Moyer*,44,PHI,NL,14,12,.538,5.01,33,33,0,1,0,0,199.1,222,118,111,30,66,3,133,5,0,2,867,91,4.93,1.445,10.0,1.4,3.0,6.0,2.02,moyerja01
463,Peter Moylan,28,ATL,NL,5,3,.625,1.80,80,0,16,0,0,1,90.0,65,27,18,6,31,12,63,7,0,2,359,242,3.97,1.067,6.5,0.6,3.1,6.3,2.03,moylape01
464,Edward Mujica,23,CLE,AL,0,0,,8.31,10,0,5,0,0,0,13.0,19,12,12,3,2,0,7,0,0,0,60,56,5.62,1.615,13.2,2.1,1.4,4.8,3.50,mujiced01
465,Mark Mulder*,29,STL,NL,0,3,.000,12.27,3,3,0,0,0,0,11.0,22,17,15,4,7,0,3,1,0,0,59,37,9.60,2.636,18.0,3.3,5.7,2.5,0.43,muldema01
466,Carlos Muniz,26,NYM,NL,0,0,,7.71,2,0,1,0,0,0,2.1,1,2,2,0,2,0,2,0,0,0,10,64,4.10,1.286,3.9,0.0,7.7,7.7,1.00,munizca01
467,Arnie Munoz*,25,WSN,NL,0,0,,6.75,13,0,0,0,0,0,5.1,6,4,4,2,7,1,3,2,0,0,32,67,12.05,2.438,10.1,3.4,11.8,5.1,0.43,munozar01
468,Scott Munter,27,SFG,NL,1,1,.500,4.22,12,0,5,0,0,0,10.2,14,5,5,0,4,0,4,0,0,0,46,110,3.62,1.688,11.8,0.0,3.4,3.4,1.00,muntesc01
469,Bill Murphy*,26,ARI,NL,0,0,,5.68,10,0,2,0,0,0,6.1,9,4,4,0,7,2,2,1,0,0,34,88,6.40,2.526,12.8,0.0,9.9,2.8,0.29,murphbi02
470,A.J. Murray*,25,TEX,AL,1,2,.333,4.50,14,2,6,0,0,0,28.0,25,15,14,6,15,1,18,0,0,0,123,103,6.35,1.429,8.0,1.9,4.8,5.8,1.20,murraaj01
471,Neal Musser*,26,KCR,AL,0,1,.000,4.38,17,0,3,0,0,0,24.2,32,13,12,5,14,3,19,0,0,2,116,106,6.04,1.865,11.7,1.8,5.1,6.9,1.36,mussene01
472,Mike Mussina,38,NYY,AL,11,10,.524,5.15,28,27,0,0,0,0,152.0,188,90,87,14,35,2,91,4,0,1,656,88,4.01,1.467,11.1,0.8,2.1,5.4,2.60,mussimi01
473,Brett Myers,26,PHI,NL,5,7,.417,4.33,51,3,37,0,0,21,68.2,61,33,33,9,27,1,83,1,0,5,293,106,3.75,1.282,8.0,1.2,3.5,10.9,3.07,myersbr01
474,Mike Myers*,38,TOT,AL,4,0,1.000,4.80,72,0,14,0,0,0,54.1,59,33,29,6,23,2,27,3,1,0,245,96,5.12,1.509,9.8,1.0,3.8,4.5,1.17,myersmi01
475,Mike Myers*,38,NYY,AL,3,0,1.000,2.66,55,0,11,0,0,0,40.2,38,14,12,3,16,0,21,2,1,0,175,171,4.49,1.328,8.4,0.7,3.5,4.6,1.31,myersmi01
476,Mike Myers*,38,CHW,AL,1,0,1.000,11.20,17,0,3,0,0,0,13.2,21,19,17,3,7,2,6,1,0,0,70,43,6.97,2.049,13.8,2.0,4.6,4.0,0.86,myersmi01
477,Joe Nathan,32,MIN,AL,4,2,.667,1.88,68,0,60,0,0,37,71.2,54,15,15,4,19,2,77,1,0,3,282,229,2.65,1.019,6.8,0.5,2.4,9.7,4.05,nathajo01
478,Pat Neshek,26,MIN,AL,7,2,.778,2.94,74,0,20,0,0,0,70.1,44,25,23,7,27,5,74,2,0,2,278,146,3.67,1.009,5.6,0.9,3.5,9.5,2.74,neshepa01
479,Josh Newman*,25,COL,NL,0,0,,4.50,2,0,2,0,0,0,2.0,2,1,1,0,0,0,3,0,0,1,8,124,0.24,1.000,9.0,0.0,0.0,13.5,,newmajo01
480,Dustin Nippert,26,ARI,NL,1,1,.500,5.56,36,0,8,0,0,0,45.1,48,30,28,5,16,1,38,0,0,4,196,86,4.06,1.412,9.5,1.0,3.2,7.5,2.38,nippedu01
481,Ricky Nolasco,24,FLA,NL,1,2,.333,5.48,5,4,0,0,0,0,21.1,26,16,13,3,9,2,11,1,0,1,99,81,5.44,1.641,11.0,1.3,3.8,4.6,1.22,nolasri01
482,Eric O'Flaherty*,22,SEA,AL,7,1,.875,4.47,56,0,9,0,0,0,52.1,45,26,26,1,20,1,36,5,1,4,221,99,3.55,1.242,7.7,0.2,3.4,6.2,1.80,oflaher01
483,Wes Obermueller,30,FLA,NL,2,3,.400,6.56,18,7,4,0,0,0,59.0,72,49,43,7,36,5,35,4,0,2,278,67,5.63,1.831,11.0,1.1,5.5,5.3,0.97,obermwe01
484,Tomo Ohka,31,TOR,AL,2,5,.286,5.79,10,10,0,0,0,0,56.0,68,39,36,10,22,1,21,0,0,2,251,78,5.99,1.607,10.9,1.6,3.5,3.4,0.95,ohkato01
485,Ross Ohlendorf,24,NYY,AL,0,0,,2.84,6,0,3,0,0,0,6.1,5,2,2,1,2,0,9,0,0,0,26,167,3.40,1.105,7.1,1.4,2.8,12.8,4.50,ohlenro01
486,Will Ohman*,29,CHC,NL,2,4,.333,4.95,56,0,11,0,0,1,36.1,42,20,20,3,16,4,33,1,0,2,168,94,3.90,1.596,10.4,0.7,4.0,8.2,2.06,ohmanwi01
487,Augie Ojeda,32,ARI,NL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.24,0.000,0.0,0.0,0.0,0.0,,ojedaau01
488,Hideki Okajima*,31,BOS,AL,3,2,.600,2.22,66,0,13,0,0,5,69.0,50,17,17,6,17,2,63,1,0,0,272,215,3.33,0.971,6.5,0.8,2.2,8.2,3.71,okajihi01
489,Darren Oliver*,36,LAA,AL,3,1,.750,3.78,61,0,20,0,0,0,64.1,58,31,27,5,23,2,51,1,1,1,273,120,3.78,1.259,8.1,0.7,3.2,7.1,2.22,oliveda02
490,Scott Olsen*,23,FLA,NL,10,15,.400,5.81,33,33,0,0,0,0,176.2,226,134,114,29,85,4,133,1,0,8,826,75,5.33,1.760,11.5,1.5,4.3,6.8,1.56,olsensc01
491,Garrett Olson*,23,BAL,AL,1,3,.250,7.79,7,7,0,0,0,0,32.1,42,28,28,4,28,1,28,2,1,1,162,60,5.90,2.165,11.7,1.1,7.8,7.8,1.00,olsonga01
492,Ramon Ortiz,34,TOT,MLB,5,4,.556,5.45,38,10,15,0,0,0,104.0,127,65,63,16,22,1,51,6,1,2,459,80,5.07,1.433,11.0,1.4,1.9,4.4,2.32,ortizra02
493,Ramon Ortiz,34,MIN,AL,4,4,.500,5.14,28,10,11,0,0,0,91.0,112,54,52,12,15,1,44,5,1,2,400,84,4.65,1.396,11.1,1.2,1.5,4.4,2.93,ortizra02
494,Ramon Ortiz,34,COL,NL,1,0,1.000,7.62,10,0,4,0,0,0,13.0,15,11,11,4,7,0,7,1,0,0,59,64,8.01,1.692,10.4,2.8,4.8,4.8,1.00,ortizra02
495,Russ Ortiz,33,SFG,NL,2,3,.400,5.51,12,8,1,0,0,0,49.0,57,32,30,4,20,1,27,6,0,0,223,82,4.79,1.571,10.5,0.7,3.7,5.0,1.35,ortizru01
496,Chad Orvella,26,TBD,AL,0,2,.000,14.63,10,0,0,0,0,0,8.0,18,16,13,3,10,1,6,1,1,0,56,32,10.74,3.500,20.3,3.4,11.3,6.8,0.60,orvelch01
497,Franquelis Osoria,25,PIT,NL,0,2,.000,4.76,25,0,3,0,0,0,28.1,33,16,15,3,8,2,13,4,0,2,126,92,4.97,1.447,10.5,1.0,2.5,4.1,1.63,osorifr01
498,Roy Oswalt,29,HOU,NL,14,7,.667,3.18,33,32,0,1,0,0,212.0,221,80,75,14,60,6,154,7,1,1,910,140,3.59,1.325,9.4,0.6,2.5,6.5,2.57,oswalro01
499,Akinori Otsuka,35,TEX,AL,2,1,.667,2.51,34,0,13,0,0,4,32.1,26,10,9,0,9,1,23,0,0,0,131,184,2.65,1.082,7.2,0.0,2.5,6.4,2.56,otsukak01
500,Juan Carlos Oviedo,25,KCR,AL,2,4,.333,3.92,13,6,2,0,0,0,43.2,44,21,19,8,10,0,37,0,0,1,182,117,4.61,1.237,9.1,1.6,2.1,7.6,3.70,nunezle01
501,Henry Owens,28,FLA,NL,2,0,1.000,1.96,22,0,10,0,0,4,23.0,19,7,5,3,10,1,16,0,0,2,98,226,4.85,1.261,7.4,1.2,3.9,6.3,1.60,owenshe01
502,Micah Owings,24,ARI,NL,8,8,.500,4.30,29,27,0,2,1,0,152.2,146,81,73,20,50,2,106,14,0,5,651,111,4.81,1.284,8.6,1.2,2.9,6.2,2.12,owingmi01
503,Vicente Padilla,29,TEX,AL,6,10,.375,5.76,23,23,0,0,0,0,120.1,146,88,77,16,50,1,71,9,0,2,553,79,5.26,1.629,10.9,1.2,3.7,5.3,1.42,padilvi01
504,Jonathan Papelbon,26,BOS,AL,1,3,.250,1.85,59,0,53,0,0,37,58.1,30,12,12,5,15,0,84,4,0,0,224,257,2.45,0.771,4.6,0.8,2.3,13.0,5.60,papeljo01
505,Chan Ho Park,34,NYM,NL,0,1,.000,15.75,1,1,0,0,0,0,4.0,6,7,7,2,2,0,4,0,0,1,20,30,9.24,2.000,13.5,4.5,4.5,9.0,2.00,parkch01
506,Chad Paronto,31,ATL,NL,3,1,.750,3.57,41,0,12,0,0,1,40.1,47,20,16,1,19,5,14,3,0,2,180,123,4.50,1.636,10.5,0.2,4.2,3.1,0.74,paronch01
507,Manny Parra*,24,MIL,NL,0,1,.000,3.76,9,2,3,0,0,0,26.1,25,13,11,1,12,0,26,2,0,1,116,120,3.35,1.405,8.5,0.3,4.1,8.9,2.17,parrama01
508,John Parrish*,29,TOT,AL,2,2,.500,5.71,53,0,14,0,0,0,52.0,63,34,33,2,37,4,41,2,0,3,254,81,4.41,1.923,10.9,0.3,6.4,7.1,1.11,parrijo01
509,John Parrish*,29,BAL,AL,2,2,.500,5.40,45,0,9,0,0,0,41.2,41,26,25,2,33,4,36,2,0,2,199,86,4.66,1.776,8.9,0.4,7.1,7.8,1.09,parrijo01
510,John Parrish*,29,SEA,AL,0,0,,6.97,8,0,5,0,0,0,10.1,22,8,8,0,4,0,5,0,0,1,55,65,3.43,2.516,19.2,0.0,3.5,4.4,1.25,parrijo01
511,John Patterson,29,WSN,NL,1,5,.167,7.47,7,7,0,0,0,0,31.1,39,26,26,5,22,1,15,0,0,4,152,57,6.46,1.947,11.2,1.4,6.3,4.3,0.68,pattejo02
512,Troy Patton*,21,HOU,NL,0,2,.000,3.55,3,2,1,0,0,0,12.2,10,6,5,3,4,0,8,2,0,0,54,128,6.48,1.105,7.1,2.1,2.8,5.7,2.00,pattotr01
513,Felipe Paulino,23,HOU,NL,2,1,.667,7.11,5,3,0,0,0,0,19.0,22,15,15,5,7,1,11,0,0,1,85,64,6.61,1.526,10.4,2.4,3.3,5.2,1.57,paulife01
514,Carl Pavano,31,NYY,AL,1,0,1.000,4.76,2,2,0,0,0,0,11.1,12,7,6,1,2,0,4,0,0,0,46,98,4.21,1.235,9.5,0.8,1.6,3.2,2.00,pavanca01
515,Jake Peavy,26,SDP,NL,19,6,.760,2.54,34,34,0,0,0,0,223.1,169,67,63,13,68,5,240,6,0,4,898,158,2.84,1.061,6.8,0.5,2.7,9.7,3.53,peavyja01
516,Jailen Peguero,26,ARI,NL,1,0,1.000,9.20,18,0,6,0,0,0,14.2,17,15,15,2,13,1,9,1,0,1,71,53,6.65,2.045,10.4,1.2,8.0,5.5,0.69,pegueja01
517,Mike Pelfrey,23,NYM,NL,3,8,.273,5.57,15,13,0,0,0,0,72.2,85,47,45,6,39,1,45,9,0,3,342,78,5.06,1.706,10.5,0.7,4.8,5.6,1.15,pelfrmi01
518,Tony Pena,25,ARI,NL,5,4,.556,3.27,75,0,13,0,0,2,85.1,63,36,31,8,31,4,63,5,1,3,344,146,4.25,1.102,6.6,0.8,3.3,6.6,2.03,penato03
519,Brad Penny,29,LAD,NL,16,4,.800,3.03,33,33,0,0,0,0,208.0,199,75,70,9,73,2,135,5,0,6,865,147,3.63,1.308,8.6,0.4,3.2,5.8,1.85,pennybr01
520,Joel Peralta,31,KCR,AL,1,3,.250,3.80,62,0,18,0,0,1,87.2,93,39,37,9,19,5,66,2,0,2,366,121,3.79,1.278,9.5,0.9,2.0,6.8,3.47,peraljo01
521,Troy Percival,37,STL,NL,3,0,1.000,1.80,34,1,9,0,0,0,40.0,24,8,8,3,10,0,36,0,0,2,150,246,3.17,0.850,5.4,0.7,2.3,8.1,3.60,percitr01
522,Juan Perez*,28,PIT,NL,0,0,,4.38,17,0,4,0,0,0,12.1,14,7,6,2,8,0,10,0,0,1,57,102,5.67,1.784,10.2,1.5,5.8,7.3,1.25,perezju01
523,Odalis Perez*,29,KCR,AL,8,11,.421,5.57,26,26,0,0,0,0,137.1,178,90,85,14,50,5,64,4,0,3,626,82,4.81,1.660,11.7,0.9,3.3,4.2,1.28,perezod01
524,Oliver Pérez*,25,NYM,NL,15,10,.600,3.56,29,29,0,0,0,0,177.0,153,90,70,22,79,1,174,7,0,6,765,121,4.35,1.311,7.8,1.1,4.0,8.8,2.20,perezol01
525,Rafael Perez*,25,CLE,AL,1,2,.333,1.78,44,0,11,0,0,1,60.2,41,15,12,5,15,2,62,0,0,4,236,255,3.01,0.923,6.1,0.7,2.2,9.2,4.13,perezra01
526,Glen Perkins*,24,MIN,AL,0,0,,3.14,19,0,3,0,0,0,28.2,23,10,10,2,12,0,20,2,0,2,115,138,4.22,1.221,7.2,0.6,3.8,6.3,1.67,perkigl01
527,Yusmeiro Petit,22,ARI,NL,3,4,.429,4.58,14,10,2,0,0,0,57.0,58,30,29,12,18,1,40,0,1,0,243,104,5.52,1.333,9.2,1.9,2.8,6.3,2.22,petityu01
528,Billy Petrick,23,CHC,NL,0,0,,7.45,8,0,1,0,0,0,9.2,8,8,8,3,7,0,6,0,0,0,42,64,8.21,1.552,7.4,2.8,6.5,5.6,0.86,petribi01
529,Andy Pettitte*,35,NYY,AL,15,9,.625,4.05,36,34,0,0,0,0,215.1,238,106,97,16,69,1,141,1,0,3,916,112,3.87,1.426,9.9,0.7,2.9,5.9,2.04,pettian01
530,Heath Phillips*,25,CHW,AL,1,1,.500,3.68,6,0,5,0,0,0,7.1,10,3,3,1,4,1,2,0,0,0,34,133,6.10,1.909,12.3,1.2,4.9,2.5,0.50,phillhe01
